date,volume,open,close,high,low,adjclose
2019-04-18,120200,18.489999771118164,18.690000534057617,18.690000534057617,18.290000915527344,18.690000534057617
2019-04-17,151500,18.540000915527344,18.520000457763672,18.780000686645508,18.510000228881836,18.520000457763672
2019-04-16,362900,18.559999465942383,18.5,18.559999465942383,18.229999542236328,18.5
2019-04-15,99600,18.530000686645508,18.399999618530273,18.690000534057617,18.389999389648438,18.399999618530273
2019-04-12,454000,18.270000457763672,18.5,18.5,18.1299991607666,18.5
2019-04-11,139500,18.270000457763672,18.139999389648438,18.360000610351562,17.860000610351562,18.139999389648438
2019-04-10,238500,17.8799991607666,18.219999313354492,18.43000030517578,17.829999923706055,18.219999313354492
2019-04-09,236200,17.899999618530273,17.809999465942383,17.969999313354492,17.65999984741211,17.809999465942383
2019-04-08,197800,17.610000610351562,18.0,18.200000762939453,17.559999465942383,18.0
2019-04-05,677000,17.649999618530273,17.559999465942383,17.799999237060547,17.350000381469727,17.559999465942383
2019-04-04,145700,17.639999389648438,17.639999389648438,17.799999237060547,17.459999084472656,17.639999389648438
2019-04-03,147800,17.760000228881836,17.540000915527344,17.889999389648438,17.5,17.540000915527344
2019-04-02,182500,17.700000762939453,17.56999969482422,17.81999969482422,17.360000610351562,17.56999969482422
2019-04-01,118300,17.549999237060547,17.690000534057617,17.770000457763672,17.270000457763672,17.690000534057617
2019-03-29,167000,17.610000610351562,17.5,17.75,17.25,17.5
2019-03-28,191200,17.760000228881836,17.5,17.899999618530273,17.350000381469727,17.5
2019-03-27,567300,17.270000457763672,17.75,17.889999389648438,17.139999389648438,17.75
2019-03-26,218000,17.5,17.25,17.6200008392334,17.110000610351562,17.25
2019-03-25,191900,17.600000381469727,17.43000030517578,17.6299991607666,17.34000015258789,17.43000030517578
2019-03-22,269500,17.639999389648438,17.5,17.799999237060547,17.479999542236328,17.5
2019-03-21,207000,17.760000228881836,17.84000015258789,18.200000762939453,17.760000228881836,17.84000015258789
2019-03-20,292100,18.229999542236328,17.950000762939453,18.309999465942383,17.729999542236328,17.950000762939453
2019-03-19,248200,18.469999313354492,18.3700008392334,18.700000762939453,18.3700008392334,18.3700008392334
2019-03-18,307500,18.479999542236328,18.450000762939453,18.540000915527344,18.1299991607666,18.450000762939453
2019-03-15,659700,19.5,18.420000076293945,19.610000610351562,18.389999389648438,18.420000076293945
2019-03-14,589800,18.889999389648438,19.469999313354492,19.639999389648438,18.709999084472656,19.469999313354492
2019-03-13,773500,17.700000762939453,18.84000015258789,19.0,17.09000015258789,18.84000015258789
2019-03-12,755700,16.690000534057617,17.0,17.010000228881836,16.469999313354492,17.0
2019-03-11,300400,16.079999923706055,16.65999984741211,16.780000686645508,16.079999923706055,16.65999984741211
2019-03-08,260600,15.84000015258789,16.09000015258789,16.110000610351562,15.75,16.09000015258789
2019-03-07,143200,15.710000038146973,15.899999618530273,16.06999969482422,15.529999732971191,15.899999618530273
2019-03-06,483900,16.139999389648438,15.720000267028809,16.149999618530273,15.569999694824219,15.720000267028809
2019-03-05,157600,15.850000381469727,16.149999618530273,16.219999313354492,15.819999694824219,16.149999618530273
2019-03-04,215300,16.0,15.850000381469727,16.149999618530273,15.489999771118164,15.850000381469727
2019-03-01,153300,15.699999809265137,15.899999618530273,15.989999771118164,15.649999618530273,15.899999618530273
2019-02-28,271500,15.59000015258789,15.619999885559082,15.65999984741211,15.270000457763672,15.619999885559082
2019-02-27,303300,15.3100004196167,15.630000114440918,15.649999618530273,15.25,15.630000114440918
2019-02-26,168200,15.550000190734863,15.399999618530273,15.579999923706055,15.199999809265137,15.399999618530273
2019-02-25,254300,15.65999984741211,15.59000015258789,15.789999961853027,15.15999984741211,15.59000015258789
2019-02-22,328100,15.3100004196167,15.619999885559082,15.65999984741211,15.279999732971191,15.619999885559082
2019-02-21,105300,15.470000267028809,15.25,15.619999885559082,15.199999809265137,15.25
2019-02-20,308400,14.779999732971191,15.520000457763672,15.600000381469727,14.779999732971191,15.520000457763672
2019-02-19,717800,14.800000190734863,14.779999732971191,15.149999618530273,14.640000343322754,14.779999732971191
2019-02-15,266100,15.449999809265137,14.920000076293945,15.649999618530273,14.850000381469727,14.920000076293945
2019-02-14,251000,15.239999771118164,15.390000343322754,15.649999618530273,15.069999694824219,15.390000343322754
2019-02-13,224100,14.670000076293945,15.239999771118164,15.270000457763672,14.630000114440918,15.239999771118164
2019-02-12,150700,14.510000228881836,14.680000305175781,14.770000457763672,14.510000228881836,14.680000305175781
2019-02-11,166300,14.3100004196167,14.40999984741211,14.460000038146973,14.130000114440918,14.40999984741211
2019-02-08,118800,14.390000343322754,14.279999732971191,14.529999732971191,14.210000038146973,14.279999732971191
2019-02-07,208800,14.9399995803833,14.420000076293945,15.0,14.319999694824219,14.420000076293945
