date,volume,open,close,high,low,adjclose
2019-04-18,1196400,22.610000610351562,22.15999984741211,23.110000610351562,22.020000457763672,22.15999984741211
2019-04-17,512700,22.760000228881836,22.780000686645508,23.100000381469727,21.799999237060547,22.780000686645508
2019-04-16,682600,22.989999771118164,22.770000457763672,23.299999237060547,22.5,22.770000457763672
2019-04-15,674100,22.270000457763672,22.43000030517578,22.829999923706055,22.209999084472656,22.43000030517578
2019-04-12,631500,22.5,22.389999389648438,22.674999237060547,22.0,22.389999389648438
2019-04-11,791400,22.239999771118164,22.049999237060547,22.89699935913086,21.709999084472656,22.049999237060547
2019-04-10,2463900,22.0,22.110000610351562,22.389999389648438,21.639999389648438,22.110000610351562
2019-04-09,474100,27.56999969482422,23.56999969482422,28.56999969482422,23.520000457763672,23.56999969482422
2019-04-08,112800,30.18000030517578,29.559999465942383,30.18000030517578,28.559999465942383,29.559999465942383
2019-04-05,275500,29.350000381469727,30.34000015258789,31.5,29.350000381469727,30.34000015258789
2019-04-04,131100,29.100000381469727,29.270000457763672,29.690000534057617,28.670000076293945,29.270000457763672
2019-04-03,96800,30.100000381469727,29.079999923706055,30.100000381469727,28.280000686645508,29.079999923706055
2019-04-02,256300,28.280000686645508,29.440000534057617,29.93000030517578,26.68000030517578,29.440000534057617
2019-04-01,139800,27.899999618530273,29.139999389648438,29.219999313354492,27.559999465942383,29.139999389648438
2019-03-29,99300,28.1200008392334,27.729999542236328,28.364999771118164,27.350000381469727,27.729999542236328
2019-03-28,58000,27.389999389648438,27.959999084472656,28.079999923706055,27.190000534057617,27.959999084472656
2019-03-27,76100,27.06999969482422,27.229999542236328,27.829999923706055,26.312000274658203,27.229999542236328
2019-03-26,70800,26.489999771118164,27.040000915527344,27.459999084472656,26.389999389648438,27.040000915527344
2019-03-25,115300,25.81999969482422,26.299999237060547,26.450000762939453,24.895000457763672,26.299999237060547
2019-03-22,106500,28.200000762939453,25.760000228881836,28.239999771118164,25.700000762939453,25.760000228881836
2019-03-21,341300,27.459999084472656,28.350000381469727,29.290000915527344,27.0,28.350000381469727
2019-03-20,74000,27.040000915527344,27.479999542236328,28.209999084472656,27.040000915527344,27.479999542236328
2019-03-19,83900,27.940000534057617,27.1200008392334,28.31999969482422,26.735000610351562,27.1200008392334
2019-03-18,156700,26.600000381469727,27.90999984741211,28.280000686645508,26.299999237060547,27.90999984741211
2019-03-15,226400,26.239999771118164,26.489999771118164,27.6200008392334,26.076000213623047,26.489999771118164
2019-03-14,77500,25.8799991607666,26.260000228881836,26.84000015258789,25.579999923706055,26.260000228881836
2019-03-13,87600,26.020000457763672,25.780000686645508,26.239999771118164,24.989999771118164,25.780000686645508
2019-03-12,162500,27.200000762939453,25.989999771118164,27.649999618530273,25.850000381469727,25.989999771118164
2019-03-11,41900,26.399999618530273,27.209999084472656,27.360000610351562,26.399999618530273,27.209999084472656
2019-03-08,70400,27.950000762939453,26.399999618530273,27.950000762939453,26.049999237060547,26.399999618530273
2019-03-07,323100,26.780000686645508,28.110000610351562,28.44499969482422,26.010000228881836,28.110000610351562
2019-03-06,159000,28.139999389648438,26.610000610351562,28.139999389648438,25.81999969482422,26.610000610351562
2019-03-05,118700,28.780000686645508,28.1299991607666,29.56999969482422,27.809999465942383,28.1299991607666
2019-03-04,118900,29.260000228881836,28.709999084472656,30.34000015258789,27.93000030517578,28.709999084472656
2019-03-01,256600,29.760000228881836,29.0,30.56999969482422,28.829999923706055,29.0
2019-02-28,86200,29.6299991607666,29.479999542236328,30.020000457763672,28.25,29.479999542236328
2019-02-27,436800,29.0,29.56999969482422,31.799999237060547,28.3799991607666,29.56999969482422
2019-02-26,349000,26.889999389648438,28.989999771118164,29.8700008392334,26.889999389648438,28.989999771118164
2019-02-25,378600,24.5,27.020000457763672,27.09000015258789,24.100000381469727,27.020000457763672
2019-02-22,74200,24.239999771118164,24.239999771118164,24.725000381469727,23.700000762939453,24.239999771118164
2019-02-21,107200,24.65999984741211,24.079999923706055,24.899999618530273,23.750999450683594,24.079999923706055
2019-02-20,114600,24.68000030517578,24.799999237060547,24.899999618530273,23.8799991607666,24.799999237060547
2019-02-19,92600,24.43000030517578,24.030000686645508,24.614999771118164,23.610000610351562,24.030000686645508
2019-02-15,143600,23.610000610351562,24.420000076293945,24.55500030517578,22.8700008392334,24.420000076293945
2019-02-14,91100,24.100000381469727,23.440000534057617,24.100000381469727,23.149999618530273,23.440000534057617
2019-02-13,73800,23.84000015258789,24.100000381469727,24.75,23.559999465942383,24.100000381469727
2019-02-12,58400,22.219999313354492,23.709999084472656,24.229999542236328,22.219999313354492,23.709999084472656
2019-02-11,63500,21.649999618530273,21.889999389648438,22.260000228881836,21.530000686645508,21.889999389648438
2019-02-08,94000,20.81999969482422,21.43000030517578,21.940000534057617,20.559999465942383,21.43000030517578
2019-02-07,48500,21.280000686645508,20.8799991607666,21.700000762939453,20.190000534057617,20.8799991607666
2019-02-06,42700,21.389999389648438,21.450000762939453,21.889999389648438,21.299999237060547,21.450000762939453
2019-02-05,74700,21.639999389648438,21.389999389648438,22.540000915527344,21.309999465942383,21.389999389648438
2019-02-04,91100,21.040000915527344,21.549999237060547,21.579999923706055,20.690000534057617,21.549999237060547
2019-02-01,79200,20.3799991607666,20.829999923706055,20.959999084472656,19.860000610351562,20.829999923706055
2019-01-31,74100,20.239999771118164,20.270000457763672,21.43000030517578,20.200000762939453,20.270000457763672
2019-01-30,81100,19.969999313354492,20.25,20.260000228881836,18.6200008392334,20.25
2019-01-29,144500,20.81999969482422,19.760000228881836,20.81999969482422,19.68000030517578,19.760000228881836
2019-01-28,170000,21.600000381469727,20.770000457763672,21.860000610351562,20.520000457763672,20.770000457763672
2019-01-25,162400,21.920000076293945,21.700000762939453,22.174999237060547,21.110000610351562,21.700000762939453
2019-01-24,82300,21.56999969482422,21.700000762939453,22.1200008392334,21.43000030517578,21.700000762939453
2019-01-23,91000,23.049999237060547,21.56999969482422,23.5,21.5,21.56999969482422
2019-01-22,124200,22.670000076293945,23.09000015258789,23.719999313354492,22.200000762939453,23.09000015258789
2019-01-18,105500,23.65999984741211,22.850000381469727,24.23900032043457,22.600000381469727,22.850000381469727
2019-01-17,142800,24.639999389648438,23.799999237060547,24.8700008392334,23.670000076293945,23.799999237060547
2019-01-16,58800,23.920000076293945,24.56999969482422,24.889999389648438,23.850000381469727,24.56999969482422
2019-01-15,108400,23.959999084472656,23.860000610351562,24.799999237060547,23.729999542236328,23.860000610351562
2019-01-14,62500,24.90999984741211,23.770000457763672,24.90999984741211,23.64699935913086,23.770000457763672
2019-01-11,178200,24.770000457763672,24.8700008392334,25.3799991607666,24.020000457763672,24.8700008392334
2019-01-10,95300,24.780000686645508,24.780000686645508,24.934999465942383,23.729999542236328,24.780000686645508
2019-01-09,159600,25.68000030517578,24.979999542236328,25.920000076293945,24.799999237060547,24.979999542236328
2019-01-08,186900,24.850000381469727,25.520000457763672,25.93400001525879,24.260000228881836,25.520000457763672
2019-01-07,182700,25.469999313354492,24.510000228881836,25.860000610351562,24.200000762939453,24.510000228881836
2019-01-04,145400,24.719999313354492,24.469999313354492,24.899999618530273,24.30500030517578,24.469999313354492
2019-01-03,235000,24.299999237060547,24.350000381469727,25.049999237060547,24.040000915527344,24.350000381469727
2019-01-02,197000,21.969999313354492,24.510000228881836,24.93000030517578,21.0,24.510000228881836
2018-12-31,179200,22.18000030517578,22.360000610351562,22.93000030517578,21.389999389648438,22.360000610351562
2018-12-28,95100,21.360000610351562,21.829999923706055,22.479999542236328,21.1200008392334,21.829999923706055
2018-12-27,176600,21.280000686645508,21.280000686645508,21.89900016784668,20.420000076293945,21.280000686645508
2018-12-26,182000,20.25,21.489999771118164,22.40999984741211,19.940000534057617,21.489999771118164
2018-12-24,89200,19.5,20.059999465942383,20.71500015258789,19.5,20.059999465942383
2018-12-21,1534600,20.700000762939453,19.479999542236328,21.15999984741211,19.1299991607666,19.479999542236328
2018-12-20,261700,22.780000686645508,20.709999084472656,23.31999969482422,20.5,20.709999084472656
2018-12-19,208900,23.68000030517578,22.969999313354492,23.989999771118164,22.239999771118164,22.969999313354492
2018-12-18,218600,23.729999542236328,23.450000762939453,24.594999313354492,22.777000427246094,23.450000762939453
2018-12-17,143000,24.1299991607666,23.709999084472656,24.770000457763672,23.0049991607666,23.709999084472656
2018-12-14,104400,23.81999969482422,24.280000686645508,24.770000457763672,23.600000381469727,24.280000686645508
2018-12-13,136400,24.489999771118164,23.93000030517578,25.05500030517578,23.510000228881836,23.93000030517578
